,question,answer,document
90,Why Did I Not Receive the Expected Discount?,"Discounts may not apply if another promotion is applied. Only one discount at a time can be applied to an order, and some items may be excluded from the discount or promotion.

Offers are not valid on previous purchases?
Discounts cannot be combined with other offers
Click below to view the exclusions list
There is in cart messaging that states when an item does not qualify for a promotion

Free shipping applies to UPS SurePost delivery to the 48 contiguous United States. Free shipping applies to U.S. Postal Service Priority Mail to AK, HI, P.O. Boxes, U.S. Territories, and APO/FPO addresses.
",https://newbalance.force.com/nbusa/s/article/Why-Did-I-Not-Receive-the-Expected-Discount
91,What Are Your Shipping Options?,"UPS Ground
UPS Priority
UPS Express
USPS


**Delivery dates shown at checkout are estimates only**
",https://newbalance.force.com/nbusa/s/article/What-Are-Your-Shipping-Options
92,Can I Cancel My Order?,"Orders placed on NewBalance.com can not be canceled or changed once submitted.
",https://newbalance.force.com/nbusa/s/article/Can-I-Cancel-My-Order
93,Can I Make a Change to My Order?,"Orders placed on NewBalance.com can not be canceled or changed once submitted.
",https://newbalance.force.com/nbusa/s/article/Can-I-Make-a-Change-to-My-Order
94,How Can I Pay for My Order?,"New Balance is proud to accept the following payment options: Visa, MasterCard, American Express, Discover, PayPal, and Afterpay.
",https://newbalance.force.com/nbusa/s/article/How-Can-I-Pay-for-My-Order
95,What Shipping Method Will Be Used?,"UPS Ground/Free Shipping unless otherwise specified.
",https://newbalance.force.com/nbusa/s/article/What-Shipping-Method-Will-Be-Used
96,How Much Does Shipping Cost?,"UPS Ground - $11.95 (Free on orders $50+)
UPS Priority - $19.95
UPS Express - $25.95
",https://newbalance.force.com/nbusa/s/article/How-Much-Does-Shipping-Cost
97,Does NewBalance.com Ship Outside of the USA?,"NewBalance.com orders ship to addresses within the United States (and the US territories shown below) only. For more details about international shipping, please click the link below

American Samoa
Guam
Northern Mariana Islands
US Minor Outlying Islands
Puerto Rico
U.S. Virgin Islands
",https://newbalance.force.com/nbusa/s/article/Does-NewBalance-com-Ship-Outside-of-the-USA
98,Is My Order Eligible for a Discount?,"New Balance offers the best value with special sales and discounts throughout the year.

-Offers are not valid on previous purchases and cannot be combined with other offers
-Free shipping applies to UPS SurePost to the 48 Contiguous United States. Free shipping applies to USPS -Priority Mail to AK, HI, P.O. boxes, U.S. Postal Territories, and APO/FPO addresses
-Click below to view the footwear & apparel styles excluded from all discounts, coupons, and promotional codes
",https://newbalance.force.com/nbusa/s/article/Is-My-Order-Eligible-for-a-Discount
99,"How to Use a Coupon, Voucher, or Promo Code","Please ensure to enter all coupons, vouchers, and any promotional codes into the Promo Code field at check out.
",https://newbalance.force.com/nbusa/s/article/NBUS-How-to-Use-a-Coupon-Voucher-or-Promo-Code
100,How Do I Obtain a Sales Receipt for My Order?,"The order confirmation email received when you placed your order serves as your sales receipt. If the email is not accessible, log in to your NewBalance.com account to access your order information.
",https://newbalance.force.com/nbusa/s/article/NBUS-How-Do-I-Obtain-a-Sales-Receipt-for-My-Order
101,"Tracking Information Shows as Delivered, but I Have Not Received My Package?","Please check your property as well as with neighbors or family members in the home.

If your tracking information shows that your package was delivered, but you can't find it:
Verify the order was placed with the correct address (email confirmation)
Check outside - the carrier may have left a notice of attempted delivery or left the package in a safe place such as a porch or garage
Check with other members of your household
Check your mailbox or anywhere else you receive mail - some shipping methods utilize multiple carriers
Wait for the full estimated shipping time frame to pass, in rare cases, packages may show as delivered up to 2 business days prior to arrival

Not able to locate the package? Contact us.
",https://newbalance.force.com/nbusa/s/article/Tracking-Information-Shows-as-Delivered-but-I-Have-Not-Received-My-Package
102,Sale Exclusions,"New Balance strives to provide you with the best value by offering special sales and discounts throughout the year.

As the manufacturer, we choose not to offer discounts, coupons, and promotional codes on some of our products. These include our higher-end styles, limited edition styles, or brand-new styles on newbalance.com.

These excluded styles can be found by clicking to visit our Sale Exclusions page.

Sale exclusions are also called out within your shopping cart
",https://newbalance.force.com/nbusa/s/article/Sale-Exclusions
103,Can I Use Multiple Discounts/Promotions?,"Discounts/promotions cannot be combined with other discounts/promotions.
",https://newbalance.force.com/nbusa/s/article/Can-I-Use-Multiple-Discounts-Promotions
104,Why is My Order in Pending Status?,"This means your order is being processed to ship. If this is an NB1 Custom order, your shoe or cleat is being made at this time.
",https://newbalance.force.com/nbusa/s/article/Why-is-My-Order-in-Pending-Status
105,How Can I Get The Current Discount Applied to a Past Order?,"Discounts/site promotions are not applicable on previous purchases.
",https://newbalance.force.com/nbusa/s/article/How-Can-I-Get-The-Current-Discount-Applied-to-a-Past-Order
106,What Are Expedited Shipping Time frames?,"UPS Ground - Usually within 5 business days once shipped
UPS Priority - Usually within 2 business days once shipped
UPS Express - Usually within 1 business day once shipped
",https://newbalance.force.com/nbusa/s/article/What-Are-Expedited-Shipping-Time-frames
107,How Will I Know My Order Has Shipped?,"An email will be sent once your order has shipped out. Orders usually ship within 2 business days.
",https://newbalance.force.com/nbusa/s/article/How-Will-I-Know-My-Order-Has-Shipped
108,When Will My Order Ship?,"Usually within 2 business days.
",https://newbalance.force.com/nbusa/s/article/When-Will-My-Order-Ship
109,How Can I Track My Order?,"
",https://newbalance.force.com/nbusa/s/article/210562638-How-Can-I-Track-My-Order
110,"I Only Received 1 Item, Where is the Rest?","Orders for multiple items may ship from separate warehouses.
",https://newbalance.force.com/nbusa/s/article/360008701313-I-Only-Received-1-Item-Where-is-the-Rest
111,New Balance May Decline Any Personalized Message,"***Please NOTE: The NB1 custom footwear program has been temporarily suspended. 

New Balance does not allow the use of profanity or trademarked words on your NB1 shoes. We reserve the right to decline any requested personalized message or a screen name that includes:

Profanity
Slander
*Trademarks
Or any other violations not consistent with New Balance Athletics

*Using a trademarked term on your NB1 order could delay your order by several days.
",https://newbalance.force.com/nbusa/s/article/211235967-New-Balance-May-Decline-Any-Personalized-Message
112,New Balance Reserves the Right to Hold or Cancel Any Order for Suspected Fraud,"New Balance reserves the right to hold or cancel any order for suspected fraud.
",https://newbalance.force.com/nbusa/s/article/210557878-New-Balance-Reserves-the-Right-to-Hold-or-Cancel-Any-Order-for-Suspected-Fraud
113,Can I Return My NewBalance.com Order to a New Balance Store?,"NewBalance.com orders may be returned at any New Balance store or New Balance Factory Store within 45 days of the date of your purchase.
",https://newbalance.force.com/nbusa/s/article/Can-I-Return-My-NewBalance-com-Order-to-a-New-Balance-Store
114,Buy Online & Pick Up In-Store,"We offer Buy Online & Pick Up at your closest New Balance store.
",https://newbalance.force.com/nbusa/s/article/Buy-Online-Pick-Up-In-Store
115,Does New Balance Offer a Warranty on Tennis Shoes?,"We offer a warranty on the FuelCell 996v4, 1006, and Fresh Foam Lav within 6 months of the purchase date.
",https://newbalance.force.com/nbusa/s/article/Does-New-Balance-Offer-a-Warranty-on-Tennis-Shoes
116,New Balance Soccer,"See links below to shop New Balance Soccer
",https://newbalance.force.com/nbusa/s/article/New-Balance-Soccer
117,What Is New Balance Numeric?,"New Balance Numeric is our line of skateboard shoes.
",https://newbalance.force.com/nbusa/s/article/What-Is-New-Balance-Numeric
118,What Is the Difference Between a Water-Resistant Shoe and a Waterproof Shoe?,"Water-resistant: feet will stay dry while shoes are getting very lightly wet (dew, drizzle)
Waterproof: feet will stay dry even while shoes are getting quite wet (downpour, puddle)
",https://newbalance.force.com/nbusa/s/article/What-Is-the-Difference-Between-a-Water-Resistant-Shoe-and-a-Waterproof-Shoe
119,How Does the Boa Closure System Work?,"The Boa Closure System provides an alternative to the traditional laces for customized comfort and no pressure points.

Boa Closure System:

To tighten, make sure the dial is pushed in. Turn clockwise (right) to tighten. Leave the dial pushed in during use
To loosen, pull out the dial
Boa is a third party supplier, and their closure system is used across a variety of sports, by a variety of companies.
",https://newbalance.force.com/nbusa/s/article/How-Does-the-Boa-Closure-System-Work
120,New Balance Minimus,"Check out the New Balance Minimus collection by clicking on the links below.
",https://newbalance.force.com/nbusa/s/article/New-Balance-Minimus
121,What Do the Prefixes Represent for Running Spikes and What Events Are Each Spike Meant For?,"A few examples of running spike model numbers are SD100v2, LD5000v6, and XC900.The prefixes represent the distance each style is designed for.

SD = Short Distance

Suggested Track Event Use:

50 meters
100 meters
200 meters
400 meters
***Also includes Sigma Styles

MD = Middle Distance

Suggested Track Event Use:

800 meters
1500 meters
3000 meters
LD = Long Distance

Suggested Track Event Use:

3000 meters
5000 meters
10000 meters
XC = Cross Country

Suggested Event Use:

Long distance on natural terrain
",https://newbalance.force.com/nbusa/s/article/What-Do-the-Prefixes-Represent-for-Running-Spikes-and-What-Events-Are-Each-Spike-Meant-For
122,New Balance Baseball,"Change the game in the baseball cleats, shirts, and pants the pros wear. Because if they're good enough for the show, they're good enough to give you what you need as you work your way to it. Follow us on Instagram @newbalancebaseball.
",https://newbalance.force.com/nbusa/s/article/New-Balance-Baseball
123,New Balance Hook and Loop,"Hook and loop closure provides a custom fit without laces.
",https://newbalance.force.com/nbusa/s/article/New-Balance-Hook-and-Loop
124,New Balance Softball,"The game is ever-evolving. Batters get better, pitchers get faster, and your game has to catch up. Whether you are scoring the winning run or crushing the opposition with a double-play, New Balance footwear, apparel, and accessories will get you there.
",https://newbalance.force.com/nbusa/s/article/New-Balance-Softball
125,New Balance Golf,"The fairways never felt so good. Whether it's on the front nine or the back nine, New Balance Golf will help you achieve your best game.
",https://newbalance.force.com/nbusa/s/article/New-Balance-Golf
126,How Many Discounts or Promotions Can Be Applied to My Order?,"One discount, coupon, or promotion may be applied to an order.

-If multiple promotions are entered into an order the largest discount will be applied
-Promotions on-site are not valid on previous purchases and cannot be combined with other offers
-Click below to view our Sales Exclusions page
",https://newbalance.force.com/nbusa/s/article/How-Many-Discounts-or-Promotions-Can-Be-Applied-to-My-Order-US
127,Does New Balance Carry Military Tactical Boots?,"New Balance no longer carries military tactical boots on www.newbalance.com. The style 220MCO was phased out in 2014. Below is a link to all of the boots we currently have on-site:
",https://newbalance.force.com/nbusa/s/article/Does-New-Balance-Carry-Military-Tactical-Boots
128,Sports Bras,"Set the standard high with New Balance. Designed for a variety of activities and body types, our workout bras provide the comfort, support, and control you need to keep motion to a minimum.
",https://newbalance.force.com/nbusa/s/article/Sports-Bras
129,Shop Training Apparel,"Take your cross-training to the next level with specifically designed New Balance Apparel. Our high-intensity training clothes can help keep you dry and comfortable during those tough workouts.
",https://newbalance.force.com/nbusa/s/article/Shop-Training-Apparel
130,Shop Lifestyle Apparel,"Love our lifestyle shoes? (Us too!) We have a variety of great options to pair with your kicks. Click the links below to browse our large selection of lifestyle apparel.
",https://newbalance.force.com/nbusa/s/article/Shop-Lifestyle-Apparel
131,Which New Balance Shoes Have Non-Marking Soles?,"All New Balance athletic shoes have nonmarking outsoles and will not leave black marks (or scuffs) on either hardwood or tile floors.
",https://newbalance.force.com/nbusa/s/article/Which-New-Balance-Shoes-Have-Non-Marking-Soles
132,Pants & Capris,"Get the athletic look and feel you desire for workout out or everyday wear.
",https://newbalance.force.com/nbusa/s/article/Pants-Capris
133,Jackets & Hoodies,"Rain, wind, sleet, or snow - don't let the weather hold you back from a workout.
",https://newbalance.force.com/nbusa/s/article/Jackets-Hoodies
134,Does New Balance Have Any Waterproof Running Styles?,"Yes! New Balance offers several different running styles that are waterproof. Click the link to view the styles https://www.newbalance.com/search/?q=goretex&prefn1=activity&prefv1=Running&srule=null
",https://newbalance.force.com/nbusa/s/article/Does-New-Balance-Have-Any-Waterproof-Running-Styles
135,New Balance Lacrosse,"Shop Lacrosse Footwear, apparel, and more!
",https://newbalance.force.com/nbusa/s/article/New-Balance-Lacrosse
136,Work Shoes,"On your feet all day? Try a pair of our well cushioned and supportive work shoes. We offer slip-resistant, steel and composite toe styles to keep you safe in the workplace.
",https://newbalance.force.com/nbusa/s/article/Work-Shoes
137,New York Road Runners,"New York Road Runners (NYRR) is a non-profit community running organization, founded in 1958, whose mission is to help and inspire people through running.

-The year-round alliance between New Balance and New York Road Runners brings together innovative athletic products and community running to serve more than 430,000 people including 215,000 youth in exciting new ways
-We share a vision of a world where people of all ages and abilities share a passion for a healthy lifestyle and benefit from and are inspired by running

Interested in registering for the TCS New York City Marathon? The NYRR Help Center has more details on how to apply for entry to the TCS NYC Marathon, how to create an NYRR account, race pricing, and more.
",https://newbalance.force.com/nbusa/s/article/New-York-Road-Runners
138,BOA Fit System Guarantee,"Select New Balance shoe styles offer the BOA Fit System. BOA offers a guarantee on dials and laces for the lifetime of the product on which they are installed.
",https://newbalance.force.com/nbusa/s/article/BOA-Fit-System-Guarantee
139,Shop Training Shoes,"Take your cross-training to the next level with sturdy and responsive New Balance shoes. Our high-intensity training shoes can help you surpass even the most ambitious fitness goals.
",https://newbalance.force.com/nbusa/s/article/Shop-Training-Shoes-US
140,Shop Walking Shoes,"Support your feet with New Balance walking shoes designed to help provide excellent cushioned comfort your feet crave. Reach your fitness goals in the lightweight support of shoes you'll want to walk in every day. Explore the outdoors confidently in our trail walking shoes that offer superior support.
",https://newbalance.force.com/nbusa/s/article/Shop-Walking-Shoes
141,"What Does the ""v"" Represent in My Style Number?","The ""v"" indicates the version number of your shoes.

For example, the New Balance 880v10 has received multiple updates (v2, v3, v4, v5, v6,v7) 

When looking at the complete style number (ex. M860K10) the letters that follow the number indicate the color code. The ""10"" indicates the version
",https://newbalance.force.com/nbusa/s/article/What-Does-the-v-Represent-in-My-Style-Number
142,Does New Balance Offer a Discount to Fitness Professionals?,"At this time, New Balance does not offer a discount to fitness professionals. Your interest in New Balance is appreciated and you can certainly still wear our gear!
",https://newbalance.force.com/nbusa/s/article/Does-New-Balance-Offer-a-Discount-to-Fitness-Professionals
143,Where Can I Purchase OMN1S Basketball Shoes?,"View our NB Hoops page for all basketball styles ""Made For The Ones Who Rewrite The Rules.""
",https://newbalance.force.com/nbusa/s/article/Where-Can-I-Purchase-OMN1S-Basketball-Shoes
144,Where Can I Find Made in the USA Styles?,"Made in the USA styles can be found by clicking the links below

Need to find Made in the USA styles locally? Check out our Store Locator.

Manufactured in the US for over 75 years and representing a limited portion of our US sales. New Balance Made is a premium collection that contains a domestic value of 70% or greater.
",https://newbalance.force.com/nbusa/s/article/Where-Can-I-Find-Made-in-the-USA-Styles
145,Tank Tops,"Sweat it out in style. New Balance women's running tank tops keep you cool so you can zone in on your workout while still looking great for a smoothie run with friends after you're done.
",https://newbalance.force.com/nbusa/s/article/Tank-Tops
146,Shorts,"Designed for performance and comfort, our sport shorts help you move freely all the way to the finish line.
",https://newbalance.force.com/nbusa/s/article/Shorts
147,Accessories & Gear,"Our commitment to performance doesn't stop at shoes and apparel. We carry a full line of workout gear, from socks to compression and braces. Don't overlook these little performers - they're essential to helping you crush your expectations.
",https://newbalance.force.com/nbusa/s/article/Accessories-Gear
148,Where Can I find the 574?,"See links below to view our vast selection of 574
",https://newbalance.force.com/nbusa/s/article/Where-Can-I-find-the-574
149,Wear Questions: How Long Should a Shoe Last?,"When trying to get the best life and value out of your shoes, consider these topics:
",https://newbalance.force.com/nbusa/s/article/Wear-Questions-How-Long-Should-a-Shoe-Last
150,What Is the Updated Version of the 928?,"928v3

Stable and steady wins the race. The New Balance 928v3 walking shoe features motion control and ROLLBAR stability technologies and ABZORB cushioning for comfort from morning till midnight. The 928v3 has the same great fit and comfort as the original 928. 
",https://newbalance.force.com/nbusa/s/article/What-Is-the-Updated-Version-of-the-928
151,What Can I Do If My Shoes Are Squeaking?,"We are sorry to hear that your shoes are squeaking. We make our shoes with removable inserts to allow you to further customize your shoe fit through the use of our upgraded insoles or an orthotic.
",https://newbalance.force.com/nbusa/s/article/FAQ-USA-What-Can-I-Do-If-My-Shoes-Are-Squeaking
152,How Do I Purchase New Balance Insoles for My Shoes?,"If you would like to purchase a pair of insoles for your New Balance shoes, click below.
",https://newbalance.force.com/nbusa/s/article/How-Do-I-Purchase-New-Balance-Insoles-for-My-Shoes
153,Does New Balance Manufacture Vegan Shoes?,"Many of our products are made with synthetic or plant-based materials that typically do not contain animal materials. We have worked closely with our top adhesive suppliers to ensure that they are not using animal byproducts. Therefore many of our products which are not made of leather, suede, wool, or down are likely free of all animal byproducts, but we have not certified them as such.

You can shop for our latest products and read detailed product information and descriptions at https://www.newbalance.com/
",https://newbalance.force.com/nbusa/s/article/Does-New-Balance-Manufacture-Vegan-Shoes
154,New Balance Collections,"We offer a variety of styles to help meet your goals. Below is information regarding our collections.
",https://newbalance.force.com/nbusa/s/article/New-Balance-Collections
155,Wear Questions: How Should I Clean My New Balance Shoes?,"The suggested cleaning method for New Balance athletic shoes:
Use a light bristle brush (an old toothbrush works well) and a mild detergent (either dishwashing or laundry)
Be sure to use a detergent free of dye to avoid staining
We recommend spot check with the detergent to ensure no staining will occur
Scrub the shoes with the brush and use a damp cloth to wipe clean
Allow the shoes to thoroughly air dry for 24 hours
To eliminate and prevent shoe odor, use a shoe deodorizer spray
Putting shoes through a washing machine cycle is NOT recommended, as some shoe materials should not be exposed to heat or submerged in water

When purchasing a cleaning product:
Be sure that it is silicone-based to prevent any possible damage to your shoes
Suede or leather shoes require suede or leather cleaner, respectively

*For best results, always follow the instructions included with the cleaning product*
",https://newbalance.force.com/nbusa/s/article/212728918-Wear-Questions-How-Should-I-Clean-My-New-Balance-Shoes
156,What is NB Heat?,"Cold weather fabric that captures warmth, wicks you dry and is lightweight.
",https://newbalance.force.com/nbusa/s/article/What-is-NB-Heat
157,What is Composite Toe?,"Composite Toe footwear is engineered with a wide flanged composite material providing added protection for people who work in hazardous work environments (meets ASTM F2412-11 & ASTM F2413-11 I/75 and C/75 impact and compression safety standards).
",https://newbalance.force.com/nbusa/s/article/What-is-Composite-Toe
158,What is Steel Toe?,"Steel Toe footwear is engineered with a wide-flanged tempered steel-toe cap that provides protection in hazardous work environments (meets ASTM F 2412-11 & ASTM F 2413-11 I/75 and C/75 impact and compression safety standards).
",https://newbalance.force.com/nbusa/s/article/What-is-Steel-Toe
159,What is EVA?,"Ethylene-vinyl acetate (EVA) is used as cushioning midsole in some of our shoe styles.
",https://newbalance.force.com/nbusa/s/article/What-is-EVA
160,Kids' Bottoms,"See below for kids bottoms:
",https://newbalance.force.com/nbusa/s/article/Kids-Bottoms
161,What is TPU?,"TPU is an abbreviation of Thermoplastic Polyurethane.  It is a highly versatile material with unique properties that offer both superior performance and flexibility.
",https://newbalance.force.com/nbusa/s/article/What-is-TPU
162,Kids' Tops,"See below for kids tops:
",https://newbalance.force.com/nbusa/s/article/Kids-Tops
163,Where Can I Find Kawhi Leonard's On- and Off-Court Styles?,"View our NB Hoops page for all basketball shoe and apparel styles Made For The Ones Who Rewrite The Rules.
",https://newbalance.force.com/nbusa/s/article/Where-Can-I-Find-Kawhi-Leonard-s-On-and-Off-Court-Styles
164,Does New Balance Offer Basketball Shoes?,"Our OMN1S basketball shoes and apparel can be seen at NB Hoops.
",https://newbalance.force.com/nbusa/s/article/Does-New-Balance-Offer-Basketball-Shoes
165,What is Fresh Foam?,"Engineered for precision comfort, Fresh Foam provides an ultra-cushioned and lightweight ride.
",https://newbalance.force.com/nbusa/s/article/What-is-Fresh-Foam
166,What is a Shank?,"The shank is an internal part of the supportive structure, between the insole and outsole, that provides a rigidness and stability to the shoe.
",https://newbalance.force.com/nbusa/s/article/What-is-a-Shank
167,What is the Midsole?,"The midsole is the cushioned material (material, density, and thickness may vary) that is directly between your foot and outsole. The midsole provides cushioning and rebound and helps protect the foot from feeling hard or sharp objects.
",https://newbalance.force.com/nbusa/s/article/What-is-the-Midsole
168,What is Stabilicore?,"A medial support system that provides an extremely smooth transition from heel strike to toe-off. It is made from an injection molded engineered thermoplastic that offers a great deal of precision and consistency.
",https://newbalance.force.com/nbusa/s/article/What-is-Stabilicore
169,"Should I Buy a Running Shoe, a Walking Shoe, or a Trainer?","Walking and running seem similar. However, the two activities are different, as are the demands they place on your feet and your footwear.

See below for more details.
",https://newbalance.force.com/nbusa/s/article/210559898-Should-I-Buy-a-Running-Shoe-a-Walking-Shoe-or-a-Trainer
170,Socks,"See below for links to shop socks:
",https://newbalance.force.com/nbusa/s/article/Socks
171,What is AT Tread?,"AT Tread is a dual-use outsole tread, combining both trail and runnings lugs, designed for on and off-road running.
",https://newbalance.force.com/nbusa/s/article/What-is-AT-Tread
172,What is NB Heat Loft?,"NB Heat Loft is a quilted stretch fabric that offers superior body heat retention compared to traditional fleece, without the added weight.
",https://newbalance.force.com/nbusa/s/article/What-is-NB-Heat-Loft
173,What is NB Radiant Heat?,"Radiant Heat is a technology featuring metallic fabric to keep you warm, inspired by Mylar marathon blankets.
",https://newbalance.force.com/nbusa/s/article/What-is-NB-Radiant-Heat
174,What is S-CURVE?,"S-Curve technology provides superior lateral support.
",https://newbalance.force.com/nbusa/s/article/What-is-S-CURVE
175,Skirts & Dresses,"See below to shop skirts & dresses:
",https://newbalance.force.com/nbusa/s/article/Skirts-Dresses
176,What is a Walking Strike Path?,"A Walking Strike Path is an outsole feature that helps stabilize and guides the foot through the walking gait cycle.
",https://newbalance.force.com/nbusa/s/article/What-is-Walking-Strike-Path
177,What is NB Dry?,"NB Dry technology wicks moisture away to help keep you dry while warming up and cooling down.
",https://newbalance.force.com/nbusa/s/article/What-is-NB-Dry
178,What is NB Ice?,"NB Ice is an intuitive cooling fabric that provides sweat-activated cooling, fast-drying, and has 2-way air circulation.
",https://newbalance.force.com/nbusa/s/article/What-is-NB-Ice
179,What is an Asym Collar?,"What is an Asym Collar?
",https://newbalance.force.com/nbusa/s/article/What-is-an-Asym-Collar
180,What does Slip Resistant mean?,"Slip-resistant outsole properties are tested according to ASTM F2913-11 to provide superior traction under various surface conditions.
",https://newbalance.force.com/nbusa/s/article/What-does-Slip-Resistant-mean
181,Sandals,"See links below to shop sandals:
",https://newbalance.force.com/nbusa/s/article/Sandals
182,Short Sleeve & Sleeveless Shirts,"See below links for Short Sleeve & Sleeveless Shirts:
",https://newbalance.force.com/nbusa/s/article/Short-Sleeve-Sleeveless-Shirts
183,Long Sleeve Shirts,"See links below for long sleeve shirts:
",https://newbalance.force.com/nbusa/s/article/Long-Sleeve-Shirts
184,What is Rock Stop?,"Rock Stop is a flexible protective layer that helps protect feet from rocks and shock and disperses energy.
",https://newbalance.force.com/nbusa/s/article/What-is-Rock-Stop
185,Skateboarding Shoes,"See link below to shop skateboarding shoes:
",https://newbalance.force.com/nbusa/s/article/Skateboarding-Shoes
186,Hiking & Trail,"See link below to shop hiking & trail:
",https://newbalance.force.com/nbusa/s/article/Hiking-Trail
187,What is REVlite?,"An innovative foam compound providing the same responsiveness and durability of New Balance foams 30% heavier. REVlite offers a lightweight ride without minimizing construction or sacrificing underfoot cushioning or stability.
",https://newbalance.force.com/nbusa/s/article/What-is-REVlite
188,Boys & Girls Footwear - Shop by Age & Size,"See link below to shop boys & girls footwear:
",https://newbalance.force.com/nbusa/s/article/Boys-Girls-Footwear-Shop-by-Age-Size
189,What is an ENCAP?,"A core of soft cushioning of EVA in the midsole with a tough polyurethane rim for more support and durability.
",https://newbalance.force.com/nbusa/s/article/What-is-an-ENCAP
190,What is FuelCell?,"FuelCell is a nitrogen-infused foam that drives the athlete off the cushioning platform quickly and delivers long-lasting performance.
",https://newbalance.force.com/nbusa/s/article/What-is-FuelCell
191,What is N2?,"N2 is a low-to-the-ground cushioning technology that is responsive and durable cushioning system in a low profile execution.
",https://newbalance.force.com/nbusa/s/article/What-is-N2
192,What is PROBANK?,"PROBANK is a lightweight stability technology designed to guide foot positioning during lateral cutting movements.
",https://newbalance.force.com/nbusa/s/article/What-is-PROBANK
193,What is CUSH+?,"A revolutionary foam compound. Offering ultra soft and responsive cushioning and comfort without sacrificing durability or stability.
",https://newbalance.force.com/nbusa/s/article/What-is-CUSH
194,New Balance Tennis,"See link below to shop Tennis:
",https://newbalance.force.com/nbusa/s/article/New-Balance-Tennis
195,What is ABZORB?,"ABZORB is a superior blend of foam cushioning and compression set, featuring rubber.
",https://newbalance.force.com/nbusa/s/article/What-is-ABZORB
196,What is ACTEVA LITE?,"ACTEVA LITE 24% lighter than New Balance's standard compression molded foam for optimal compression set properties.
",https://newbalance.force.com/nbusa/s/article/What-is-ACTEVA-LITE
197,Boots,"See link below to shop boots:
",https://newbalance.force.com/nbusa/s/article/Boots
198,How to Install SPD Cleats,"See link below for instructions on how to install SPD cleats:
",https://newbalance.force.com/nbusa/s/article/How-to-Install-SPD-Cleats
199,Can I Reserve a Product Online and Purchase at a Store?,"You can reserve select items online and pick them up at your local New Balance store.

Follow the simple steps below:

Find your items at newbalance.com and select desired color, size, and width
Click 'Reserve Online Ready In Store' and select your nearest participating location
Check for your confirmation email and head to your selected store
",https://newbalance.force.com/nbusa/s/article/Can-I-Reserve-a-Product-Online-and-Purchase-at-a-Store
200,Where Can I Find the 990v5?,"You can find the newest version of the 990 by clicking the links below
",https://newbalance.force.com/nbusa/s/article/Where-Can-I-Find-the-990v5
201,Shop Lifestyle Shoes,"Every pair of vintage-inspired shoes in our lifestyle line has a performance legacy that helped it earn classic status. From limited releases to updated basics, new colors and styles are constantly added.
",https://newbalance.force.com/nbusa/s/article/115004691188-Shop-Lifestyle-Shoes
202,Shop Running Shoes,"New Balance running shoes range from racing flats to minimal styles to trail running shoes. Designed to meet the unique needs of runners, our variety of styles deliver the cushioning, stability or lightweight feel you need to perform your best.
",https://newbalance.force.com/nbusa/s/article/115004690688-Shop-Running-Shoes
203,What Do the Style / Model Numbers Mean?,"Walking and running seem similar. However, the two activities are different, as are the demands they place on your feet and your footwear.

See below for more details.
",https://newbalance.force.com/nbusa/s/article/What-Do-the-Style-Model-Numbers-Mean
204,Can I Return My NewBalance.com Order to a New Balance Store?,"NewBalance.com orders may be returned at any New Balance store or New Balance Factory Store within 45 days of the date of your purchase.
",https://newbalance.force.com/nbusa/s/article/Can-I-Return-My-NewBalance-com-Order-to-a-New-Balance-Store
205,How Will My Return Be Refunded?,"Refunds are issued to the original form of payment within 14 business days of receiving the returned item. 
An email will be sent once the refund has been issued.
",https://newbalance.force.com/nbusa/s/article/How-Will-My-Return-Be-Refunded
206,I Had a Discount on My Order & Need to Return. How Do I Get the Same Discount on My New Order?,"
",https://newbalance.force.com/nbusa/s/article/Returns-I-Had-a-Discount-on-My-Order-Need-to-Make-a-Return-How-Do-I-Get-the-Same-Discount-on-My-New-Order
207,Returns: How Do I Get a new Size or Style?,"Place a new order on newbalance.com at your earliest convenience. You will be refunded to the original form of payment for returned items within 15 business days of receiving the return.
",https://newbalance.force.com/nbusa/s/article/Returns-How-Do-I-Get-a-new-Size-or-Style
208,Returns: What is Your Returns Time Frame?,"Returns are accepted within 45 days from the date of the purchase.

**We are waiting 72 hours before handling all packages being delivered to our warehouse as a precaution and to protect our associates from COVID-19. As a result, returns processing may be delayed.
",https://newbalance.force.com/nbusa/s/article/Returns-What-is-Your-Returns-Time-Frame
209,How Do I Return an Order Shipped to Me That Was Placed at a New Balance Store?,"If you need to return merchandise from an order that was placed at a New Balance Store, please follow the directions on the packing slip enclosed with your order for return instructions.
Return by USPS Mail using the return address label provided on the packing slip and include a copy of your packing slip. Please note: return postage is not prepaid!
If you wish to ship your merchandise by USPS Mail and no longer have the packing slip, please include a copy of either your emailed shipping confirmation or your sale receipt along with the unworn merchandise.
Mail your New Balance Store return to:
New Balance Warehouse  5555
NB Retail Customer Returns
10 International Way
Lawrence, MA 01843
A refund will only be credited to the card used to make the purchase. Items returned after 30 days will be issued a New Balance eGift. Please allow 10 days from receiving returned merchandise for processing your refund. For questions, please call the number at the bottom of your receipt.
",https://newbalance.force.com/nbusa/s/article/How-Do-I-Return-an-Order-Shipped-to-Me-That-Was-Placed-at-a-New-Balance-Store
